SimulationV09.py[0, [0, 10, 10, 0, 0, 0]]
[1, [0, 20, 20, 0, 0, 0]]
[2, [28, 30, 30, 0, 0, 0]]
[3, [28, 40, 40, 0, 0, 0]]
[4, [28, 50, 50, 0, 0, 0]]
[5, [56, 60, 60, 0, 0, 0]]
[6, [56, 70, 70, 0, 0, 0]]
[7, [56, 80, 80, 0, 0, 0]]
[8, [84, 90, 90, 0, 0, 0]]
[9, [84, 100, 100, 0, 0, 0]]
[10, [84, 110, 110, 0, 0, 0]]
[11, [112, 120, 120, 0, 0, 0]]
[12, [112, 130, 130, 0, 0, 0]]
[13, [112, 140, 140, 0, 0, 0]]
[14, [140, 150, 150, 0, 0, 0]]
[15, [140, 160, 160, 0, 0, 0]]
[16, [140, 170, 170, 0, 0, 0]]
[17, [168, 180, 180, 0, 0, 0]]
[18, [168, 190, 190, 0, 0, 0]]
[19, [168, 200, 200, 180, 0, 0]]
[20, [196, 210, 210, 36, 144, 0]]
[21, [188, 212, 212, 36, 135, 1]]
[22, [178, 212, 212, 36, 126, 0]]
[23, [198, 214, 214, 36, 117, 1]]
[24, [188, 214, 214, 36, 108, 0]]
[25, [180, 216, 216, 36, 99, 1]]
[26, [198, 216, 216, 36, 90, 0]]
[27, [190, 218, 218, 36, 81, 1]]
[28, [180, 218, 218, 36, 72, 0]]
[29, [200, 220, 220, 36, 63, 1]]
[30, [190, 220, 220, 36, 54, 0]]
[31, [182, 222, 222, 36, 45, 1]]
[32, [200, 222, 222, 36, 36, 0]]
[33, [192, 224, 224, 36, 27, 1]]
[34, [182, 224, 224, 36, 18, 0]]
[35, [202, 226, 226, 36, 9, 1]]
[36, [192, 226, 226, 36, 0, 0]]
[37, [192, 236, 236, 36, 0, 0]]
[38, [220, 246, 246, 36, 0, 0]]
[39, [220, 256, 256, 201, 0, 0]]
[40, [220, 266, 266, 57, 144, 0]]
[41, [240, 268, 268, 57, 135, 1]]
[42, [230, 268, 268, 72, 126, 0]]
[43, [222, 270, 270, 72, 117, 1]]
[44, [240, 270, 270, 72, 108, 0]]
[45, [232, 272, 272, 72, 99, 1]]
[46, [222, 272, 272, 72, 90, 0]]
[47, [242, 274, 274, 72, 81, 1]]
[48, [232, 274, 274, 72, 72, 0]]
[49, [224, 276, 276, 72, 63, 1]]
[50, [242, 276, 276, 72, 54, 0]]
[51, [234, 278, 278, 72, 45, 1]]
[52, [224, 278, 278, 72, 36, 0]]
[53, [244, 280, 280, 72, 27, 1]]
[54, [234, 280, 280, 72, 18, 0]]
[55, [226, 282, 282, 72, 9, 1]]
[56, [244, 282, 282, 72, 0, 0]]
[57, [244, 292, 292, 72, 0, 0]]
[58, [244, 302, 302, 72, 0, 0]]
[59, [272, 312, 312, 237, 0, 0]]
[60, [272, 322, 322, 93, 144, 0]]
[61, [264, 324, 324, 93, 135, 1]]
[62, [282, 324, 324, 108, 126, 0]]
[63, [274, 326, 326, 108, 117, 1]]
[64, [264, 326, 326, 108, 108, 0]]
[65, [284, 328, 328, 108, 99, 1]]
[66, [274, 328, 328, 108, 90, 0]]
[67, [266, 330, 330, 108, 81, 1]]
[68, [284, 330, 330, 108, 72, 0]]
[69, [276, 332, 332, 108, 63, 1]]
[70, [266, 332, 332, 108, 54, 0]]
[71, [286, 334, 334, 108, 45, 1]]
[72, [276, 334, 334, 108, 36, 0]]
[73, [268, 336, 336, 108, 27, 1]]
[74, [286, 336, 336, 108, 18, 0]]
[75, [278, 338, 338, 108, 9, 1]]
[76, [268, 338, 338, 108, 0, 0]]
[77, [296, 348, 348, 108, 0, 0]]
[78, [296, 358, 358, 108, 0, 0]]
[79, [296, 368, 368, 273, 0, 0]]
[80, [324, 378, 378, 129, 144, 0]]
[81, [316, 380, 380, 129, 135, 1]]
[82, [306, 380, 380, 144, 126, 0]]
[83, [326, 382, 382, 0, 261, 1]]
[84, [316, 382, 382, 0, 252, 0]]
[85, [308, 384, 384, 0, 243, 1]]
[86, [326, 384, 384, 0, 234, 0]]
[87, [318, 386, 386, 0, 225, 1]]
[88, [308, 386, 386, 0, 216, 0]]
[89, [328, 388, 388, 0, 207, 1]]
[90, [318, 388, 388, 0, 198, 0]]
[91, [310, 390, 390, 0, 189, 1]]
[92, [328, 390, 390, 0, 180, 0]]
[93, [320, 392, 392, 0, 171, 1]]
[94, [310, 392, 392, 0, 162, 0]]
[95, [330, 394, 394, 0, 153, 1]]
[96, [320, 394, 394, 0, 144, 0]]
[97, [312, 396, 396, 0, 135, 1]]
[98, [330, 396, 396, 0, 126, 0]]
