SimulationV09.py[0, 150]
[1, 75]
[2, 75]
[3, 138]
[4, 75]
[5, 75]
[6, 138]
[7, 75]
[8, 75]
[9, 138]
[10, 75]
[11, 75]
[12, 138]
[13, 75]
[14, 75]
[15, 138]
[16, 75]
[17, 75]
[18, 138]
[19, 75]
[20, 87]
[21, 138]
[22, 75]
[23, 75]
[24, 138]
[25, 75]
[26, 75]
[27, 138]
[28, 75]
[29, 75]
[30, 138]
[31, 75]
[32, 75]
[33, 138]
[34, 75]
[35, 75]
[36, 138]
[37, 75]
[38, 75]
[39, 138]
[40, 86]
[41, 75]
[42, 138]
[43, 76]
[44, 75]
[45, 138]
[46, 75]
[47, 75]
[48, 138]
[49, 75]
[50, 75]
[51, 138]
[52, 75]
[53, 75]
[54, 138]
[55, 75]
[56, 75]
[57, 138]
[58, 75]
[59, 75]
[60, 149]
[61, 75]
[62, 75]
[63, 139]
[64, 75]
[65, 75]
[66, 138]
[67, 75]
[68, 75]
[69, 138]
[70, 75]
[71, 75]
[72, 138]
[73, 75]
[74, 75]
[75, 138]
[76, 75]
[77, 75]
[78, 138]
[79, 75]
[80, 86]
[81, 138]
[82, 75]
[83, 76]
[84, 138]
[85, 75]
[86, 75]
[87, 138]
[88, 75]
[89, 75]
[90, 138]
[91, 75]
[92, 75]
[93, 138]
[94, 75]
[95, 75]
[96, 138]
[97, 75]
[98, 75]
[99, 138]
[100, 86]
[101, 75]
[102, 138]
[103, 76]
[104, 75]
[105, 138]
[106, 75]
[107, 75]
[108, 138]
[109, 75]
[110, 75]
[111, 138]
[112, 75]
[113, 75]
[114, 138]
[115, 75]
[116, 75]
[117, 138]
[118, 75]
[119, 75]
[120, 149]
[121, 75]
[122, 75]
[123, 139]
[124, 75]
[125, 75]
[126, 138]
[127, 75]
[128, 75]
[129, 138]
[130, 75]
[131, 75]
[132, 138]
[133, 75]
[134, 75]
[135, 138]
[136, 75]
[137, 75]
[138, 138]
[139, 75]
[140, 85]
[141, 138]
[142, 75]
[143, 76]
[144, 138]
[145, 75]
[146, 75]
[147, 138]
[148, 75]
[149, 75]
[150, 138]
[151, 75]
[152, 75]
[153, 138]
[154, 75]
[155, 76]
[156, 138]
[157, 75]
[158, 75]
[159, 138]
[160, 85]
[161, 75]
[162, 138]
[163, 76]
[164, 75]
[165, 138]
[166, 75]
[167, 75]
[168, 138]
[169, 75]
[170, 75]
[171, 138]
[172, 75]
[173, 75]
[174, 138]
[175, 76]
[176, 75]
[177, 138]
[178, 75]
[179, 75]
[180, 148]
[181, 75]
[182, 75]
[183, 139]
[184, 75]
[185, 75]
[186, 138]
[187, 75]
[188, 75]
[189, 138]
[190, 75]
[191, 75]
[192, 138]
[193, 75]
[194, 75]
[195, 139]
[196, 75]
[197, 75]
[198, 138]
[199, 75]
[200, 85]
[201, 138]
[202, 75]
[203, 75]
[204, 138]
[205, 75]
[206, 75]
[207, 138]
[208, 75]
[209, 75]
[210, 138]
[211, 75]
[212, 76]
[213, 138]
[214, 75]
[215, 76]
[216, 138]
[217, 75]
[218, 75]
[219, 138]
[220, 85]
[221, 75]
[222, 138]
[223, 75]
[224, 75]
[225, 138]
[226, 75]
[227, 75]
[228, 138]
[229, 75]
[230, 75]
[231, 138]
[232, 76]
[233, 75]
[234, 138]
[235, 76]
[236, 75]
[237, 138]
[238, 75]
[239, 75]
[240, 148]
[241, 75]
[242, 75]
[243, 138]
[244, 75]
[245, 75]
[246, 138]
[247, 75]
[248, 75]
[249, 138]
[250, 75]
[251, 75]
[252, 139]
[253, 75]
[254, 75]
[255, 139]
[256, 75]
[257, 75]
[258, 138]
[259, 75]
[260, 85]
[261, 138]
[262, 75]
[263, 75]
[264, 138]
[265, 75]
[266, 75]
[267, 138]
[268, 75]
[269, 75]
[270, 138]
[271, 75]
[272, 76]
[273, 138]
[274, 75]
[275, 76]
[276, 138]
[277, 75]
[278, 75]
[279, 138]
[280, 83]
[281, 76]
[282, 138]
[283, 75]
[284, 75]
[285, 138]
[286, 75]
[287, 75]
[288, 138]
[289, 76]
[290, 75]
[291, 138]
[292, 76]
[293, 75]
[294, 138]
[295, 76]
[296, 75]
[297, 138]
[298, 75]
[299, 75]
[300, 146]
[301, 76]
[302, 75]
[303, 138]
[304, 75]
[305, 75]
[306, 138]
[307, 75]
[308, 75]
[309, 139]
[310, 75]
[311, 75]
[312, 139]
[313, 75]
[314, 75]
[315, 139]
[316, 75]
[317, 75]
[318, 138]
[319, 75]
[320, 82]
[321, 140]
[322, 75]
[323, 75]
[324, 138]
[325, 75]
[326, 75]
[327, 138]
[328, 75]
[329, 76]
[330, 138]
[331, 75]
[332, 76]
[333, 138]
[334, 75]
[335, 76]
[336, 138]
[337, 75]
[338, 75]
[339, 138]
[340, 81]
[341, 77]
[342, 138]
[343, 76]
[344, 75]
[345, 138]
[346, 75]
[347, 75]
[348, 138]
[349, 75]
[350, 75]
[351, 138]
[352, 77]
[353, 75]
[354, 138]
[355, 76]
[356, 75]
[357, 138]
[358, 75]
[359, 75]
[360, 144]
[361, 77]
[362, 75]
[363, 139]
[364, 75]
[365, 75]
[366, 138]
[367, 75]
[368, 75]
[369, 138]
[370, 75]
[371, 75]
[372, 140]
[373, 75]
[374, 75]
[375, 139]
[376, 75]
[377, 75]
[378, 138]
[379, 75]
[380, 80]
[381, 140]
[382, 76]
[383, 76]
[384, 138]
[385, 75]
[386, 75]
[387, 138]
[388, 75]
[389, 75]
[390, 138]
[391, 75]
[392, 77]
[393, 138]
[394, 75]
[395, 76]
[396, 138]
[397, 75]
[398, 75]
[399, 138]
[400, 80]
[401, 77]
[402, 139]
[403, 76]
[404, 75]
[405, 138]
[406, 75]
[407, 75]
[408, 138]
[409, 75]
[410, 75]
[411, 138]
[412, 77]
[413, 75]
[414, 138]
[415, 76]
[416, 75]
[417, 138]
[418, 75]
[419, 75]
[420, 143]
[421, 77]
[422, 75]
[423, 139]
[424, 75]
[425, 75]
[426, 138]
[427, 75]
[428, 75]
[429, 138]
[430, 76]
[431, 75]
[432, 140]
[433, 75]
[434, 75]
[435, 139]
[436, 75]
[437, 75]
[438, 138]
[439, 75]
[440, 80]
[441, 140]
[442, 75]
[443, 76]
[444, 138]
[445, 75]
[446, 75]
[447, 138]
[448, 75]
[449, 75]
[450, 139]
[451, 75]
[452, 77]
[453, 138]
[454, 75]
[455, 76]
[456, 138]
[457, 75]
[458, 75]
[459, 138]
[460, 80]
[461, 77]
[462, 138]
[463, 76]
[464, 75]
[465, 138]
[466, 75]
[467, 75]
[468, 138]
[469, 75]
[470, 76]
[471, 138]
[472, 77]
[473, 75]
[474, 138]
[475, 76]
[476, 75]
[477, 138]
[478, 75]
[479, 75]
[480, 143]
[481, 77]
[482, 75]
[483, 139]
[484, 75]
[485, 75]
[486, 138]
[487, 75]
[488, 75]
[489, 138]
[490, 76]
[491, 75]
[492, 140]
[493, 75]
[494, 75]
[495, 139]
[496, 75]
[497, 75]
[498, 138]
[499, 75]
[500, 80]
[501, 140]
[502, 75]
[503, 76]
[504, 138]
[505, 75]
[506, 75]
[507, 138]
[508, 75]
[509, 75]
[510, 139]
[511, 75]
[512, 77]
[513, 138]
[514, 75]
[515, 76]
[516, 138]
[517, 75]
[518, 75]
[519, 138]
[520, 80]
[521, 77]
[522, 138]
[523, 76]
[524, 75]
[525, 138]
[526, 75]
[527, 75]
[528, 138]
[529, 75]
[530, 76]
[531, 138]
[532, 77]
[533, 75]
[534, 138]
[535, 76]
[536, 75]
[537, 138]
[538, 75]
[539, 75]
[540, 143]
[541, 77]
[542, 75]
[543, 139]
[544, 75]
[545, 75]
[546, 138]
[547, 75]
[548, 75]
[549, 138]
[550, 75]
[551, 75]
[552, 141]
[553, 75]
[554, 75]
[555, 139]
[556, 75]
[557, 75]
[558, 138]
[559, 75]
[560, 80]
[561, 140]
[562, 75]
[563, 76]
[564, 138]
[565, 75]
[566, 75]
[567, 138]
[568, 75]
[569, 75]
[570, 138]
[571, 75]
[572, 77]
[573, 138]
[574, 75]
[575, 76]
[576, 138]
[577, 76]
[578, 75]
[579, 138]
[580, 80]
[581, 77]
[582, 138]
[583, 76]
[584, 75]
[585, 138]
[586, 75]
[587, 75]
[588, 138]
[589, 75]
[590, 75]
[591, 138]
[592, 77]
[593, 75]
[594, 138]
[595, 76]
[596, 75]
[597, 139]
[598, 75]
[599, 75]
[600, 143]
[601, 77]
[602, 75]
[603, 139]
[604, 75]
[605, 75]
[606, 138]
[607, 75]
[608, 75]
[609, 138]
[610, 75]
[611, 75]
[612, 140]
[613, 75]
[614, 75]
[615, 139]
[616, 75]
[617, 76]
[618, 138]
[619, 75]
[620, 79]
[621, 140]
[622, 75]
[623, 77]
[624, 138]
[625, 75]
[626, 75]
[627, 138]
[628, 75]
[629, 75]
[630, 138]
[631, 75]
[632, 77]
[633, 138]
[634, 75]
[635, 76]
[636, 138]
[637, 76]
[638, 75]
[639, 138]
[640, 79]
[641, 77]
[642, 138]
[643, 77]
[644, 75]
[645, 138]
[646, 75]
[647, 75]
[648, 138]
[649, 75]
[650, 75]
[651, 138]
[652, 77]
[653, 75]
[654, 138]
[655, 76]
[656, 75]
[657, 138]
[658, 75]
[659, 75]
[660, 142]
[661, 77]
[662, 75]
[663, 140]
[664, 75]
[665, 75]
[666, 138]
[667, 76]
[668, 75]
[669, 138]
[670, 75]
[671, 75]
[672, 140]
[673, 75]
[674, 75]
[675, 139]
[676, 75]
[677, 75]
[678, 138]
[679, 75]
[680, 78]
[681, 140]
[682, 75]
[683, 76]
[684, 138]
[685, 75]
[686, 75]
[687, 139]
[688, 75]
[689, 76]
[690, 138]
[691, 75]
[692, 76]
[693, 138]
[694, 75]
[695, 76]
[696, 138]
[697, 75]
[698, 75]
[699, 139]
[700, 79]
[701, 77]
[702, 138]
[703, 76]
[704, 75]
[705, 138]
[706, 75]
[707, 76]
[708, 138]
[709, 76]
[710, 75]
[711, 138]
[712, 76]
[713, 75]
[714, 138]
[715, 76]
[716, 75]
[717, 138]
[718, 75]
[719, 76]
[720, 142]
[721, 77]
[722, 75]
[723, 139]
[724, 75]
[725, 75]
[726, 138]
[727, 76]
[728, 75]
[729, 139]
[730, 75]
[731, 75]
[732, 139]
[733, 75]
[734, 75]
[735, 139]
[736, 75]
[737, 75]
[738, 138]
[739, 75]
[740, 79]
[741, 140]
[742, 75]
[743, 76]
[744, 138]
[745, 75]
[746, 75]
[747, 139]
[748, 75]
[749, 76]
[750, 138]
[751, 75]
[752, 76]
[753, 138]
[754, 75]
[755, 76]
[756, 138]
[757, 75]
[758, 75]
[759, 138]
[760, 78]
[761, 77]
