SimulationV02.py[0, 287]
[1, 135]
[2, 135]
[3, 261]
[4, 135]
[5, 135]
[6, 261]
[7, 135]
[8, 135]
[9, 261]
[10, 135]
[11, 135]
[12, 261]
[13, 135]
[14, 135]
[15, 261]
[16, 135]
[17, 135]
[18, 261]
[19, 135]
[20, 161]
[21, 261]
[22, 135]
[23, 135]
[24, 261]
[25, 135]
[26, 135]
[27, 261]
[28, 135]
[29, 135]
[30, 261]
[31, 135]
[32, 135]
[33, 261]
[34, 135]
[35, 135]
[36, 261]
[37, 135]
[38, 135]
[39, 261]
[40, 160]
[41, 135]
[42, 261]
[43, 135]
[44, 135]
[45, 262]
[46, 135]
[47, 135]
[48, 261]
[49, 135]
[50, 135]
[51, 261]
[52, 135]
[53, 135]
[54, 261]
[55, 135]
[56, 135]
[57, 261]
[58, 135]
[59, 135]
[60, 285]
[61, 135]
[62, 136]
[63, 261]
[64, 135]
[65, 136]
[66, 261]
[67, 135]
[68, 135]
[69, 261]
[70, 135]
[71, 135]
[72, 261]
[73, 135]
[74, 135]
[75, 261]
[76, 135]
[77, 135]
[78, 261]
[79, 135]
[80, 158]
[81, 261]
[82, 136]
[83, 136]
[84, 261]
[85, 136]
[86, 135]
[87, 261]
[88, 135]
[89, 135]
[90, 261]
[91, 135]
[92, 135]
[93, 261]
[94, 135]
[95, 135]
[96, 261]
[97, 135]
[98, 135]
[99, 261]
[100, 158]
[101, 135]
[102, 262]
[103, 136]
[104, 135]
[105, 262]
[106, 135]
[107, 135]
[108, 261]
[109, 135]
[110, 135]
[111, 261]
[112, 135]
[113, 135]
[114, 261]
[115, 135]
[116, 135]
[117, 261]
[118, 135]
[119, 135]
[120, 283]
[121, 135]
[122, 136]
[123, 262]
[124, 135]
[125, 136]
[126, 261]
[127, 135]
[128, 135]
[129, 262]
[130, 135]
[131, 135]
[132, 261]
[133, 135]
[134, 135]
[135, 261]
[136, 135]
[137, 135]
[138, 261]
[139, 135]
[140, 155]
[141, 261]
[142, 136]
[143, 136]
[144, 261]
[145, 136]
[146, 135]
[147, 261]
[148, 135]
[149, 135]
[150, 261]
[151, 136]
[152, 135]
[153, 261]
[154, 136]
[155, 135]
[156, 261]
[157, 135]
[158, 135]
[159, 261]
[160, 151]
[161, 136]
[162, 263]
[163, 137]
[164, 136]
[165, 262]
[166, 135]
[167, 135]
[168, 261]
[169, 135]
[170, 135]
[171, 262]
[172, 135]
[173, 135]
[174, 262]
[175, 135]
[176, 135]
[177, 261]
[178, 135]
[179, 135]
[180, 277]
[181, 136]
[182, 137]
[183, 263]
[184, 136]
[185, 136]
[186, 261]
[187, 135]
[188, 135]
[189, 261]
[190, 135]
[191, 137]
[192, 261]
[193, 135]
[194, 136]
[195, 261]
[196, 135]
[197, 135]
[198, 261]
[199, 135]
[200, 151]
[201, 261]
[202, 137]
[203, 137]
[204, 262]
[205, 136]
[206, 135]
[207, 261]
[208, 135]
[209, 135]
[210, 261]
[211, 137]
[212, 135]
[213, 261]
[214, 136]
[215, 136]
[216, 261]
[217, 135]
[218, 135]
[219, 261]
[220, 151]
[221, 135]
[222, 263]
[223, 137]
[224, 136]
[225, 262]
[226, 135]
[227, 135]
[228, 261]
[229, 135]
[230, 135]
[231, 263]
[232, 135]
[233, 135]
[234, 262]
