SimulationV03.py[0, 250]
[1, 120]
[2, 120]
[3, 228]
[4, 120]
[5, 120]
[6, 228]
[7, 120]
[8, 120]
[9, 228]
[10, 120]
[11, 120]
[12, 228]
[13, 120]
[14, 120]
[15, 228]
[16, 120]
[17, 120]
[18, 228]
[19, 120]
[20, 142]
[21, 228]
[22, 120]
[23, 120]
[24, 228]
[25, 120]
[26, 120]
[27, 219]
[28, 120]
[29, 129]
[30, 219]
[31, 120]
[32, 129]
[33, 219]
[34, 120]
[35, 129]
[36, 219]
[37, 120]
[38, 129]
[39, 219]
[40, 142]
[41, 129]
[42, 219]
[43, 120]
[44, 129]
[45, 219]
[46, 120]
[47, 129]
[48, 219]
[49, 120]
[50, 129]
[51, 219]
[52, 120]
[53, 129]
[54, 219]
[55, 120]
[56, 129]
[57, 219]
[58, 120]
[59, 129]
[60, 240]
[61, 120]
[62, 129]
[63, 219]
[64, 120]
[65, 130]
[66, 219]
[67, 120]
[68, 129]
[69, 219]
[70, 120]
[71, 129]
[72, 219]
[73, 120]
[74, 129]
[75, 219]
[76, 120]
[77, 129]
[78, 219]
[79, 120]
[80, 147]
[81, 219]
[82, 120]
[83, 129]
[84, 221]
[85, 121]
[86, 129]
[87, 219]
[88, 120]
[89, 129]
[90, 219]
[91, 120]
[92, 129]
[93, 219]
[94, 120]
[95, 129]
[96, 219]
[97, 120]
[98, 129]
[99, 219]
[100, 138]
[101, 129]
[102, 219]
[103, 120]
[104, 131]
[105, 220]
[106, 120]
[107, 129]
[108, 219]
[109, 120]
[110, 129]
[111, 219]
[112, 121]
[113, 129]
[114, 219]
[115, 120]
[116, 129]
[117, 219]
[118, 120]
[119, 129]
[120, 237]
[121, 120]
[122, 129]
[123, 219]
[124, 122]
[125, 130]
[126, 219]
[127, 120]
[128, 129]
[129, 219]
[130, 120]
[131, 129]
[132, 220]
[133, 120]
[134, 129]
[135, 219]
[136, 120]
[137, 129]
[138, 219]
[139, 120]
[140, 146]
[141, 220]
[142, 120]
[143, 129]
[144, 221]
[145, 121]
[146, 129]
[147, 219]
[148, 120]
[149, 129]
[150, 219]
[151, 120]
[152, 130]
[153, 219]
[154, 120]
[155, 129]
[156, 219]
[157, 120]
[158, 129]
[159, 219]
[160, 136]
[161, 130]
[162, 219]
[163, 120]
[164, 131]
[165, 220]
[166, 120]
[167, 129]
[168, 219]
[169, 120]
[170, 129]
[171, 219]
[172, 121]
[173, 129]
[174, 219]
[175, 120]
[176, 129]
[177, 219]
[178, 120]
[179, 130]
[180, 234]
[181, 121]
[182, 129]
[183, 219]
[184, 121]
[185, 130]
[186, 220]
[187, 120]
[188, 129]
[189, 219]
[190, 120]
[191, 129]
[192, 220]
[193, 120]
[194, 129]
[195, 219]
[196, 120]
[197, 129]
[198, 219]
[199, 121]
[200, 144]
[201, 220]
[202, 120]
[203, 130]
[204, 220]
[205, 121]
[206, 130]
[207, 219]
[208, 120]
[209, 129]
[210, 219]
[211, 120]
[212, 130]
[213, 219]
[214, 120]
[215, 129]
[216, 219]
[217, 120]
[218, 129]
[219, 220]
[220, 134]
[221, 131]
[222, 219]
[223, 121]
