SimulationV08.py[0, 277]
[1, 135]
[2, 135]
[3, 252]
[4, 135]
[5, 135]
[6, 252]
[7, 135]
[8, 135]
[9, 252]
[10, 135]
[11, 135]
[12, 252]
[13, 135]
[14, 135]
[15, 252]
[16, 135]
[17, 135]
[18, 252]
[19, 135]
[20, 156]
[21, 253]
[22, 135]
[23, 135]
[24, 252]
[25, 137]
[26, 135]
[27, 252]
[28, 135]
[29, 136]
[30, 252]
[31, 135]
[32, 135]
[33, 252]
[34, 135]
[35, 135]
[36, 252]
[37, 135]
[38, 135]
[39, 252]
[40, 156]
[41, 136]
[42, 252]
[43, 135]
[44, 135]
[45, 254]
[46, 135]
[47, 135]
[48, 252]
[49, 136]
[50, 135]
[51, 252]
[52, 135]
[53, 135]
[54, 252]
[55, 135]
[56, 135]
[57, 252]
[58, 135]
[59, 135]
[60, 271]
[61, 136]
[62, 135]
[63, 252]
[64, 135]
[65, 137]
[66, 253]
[67, 135]
[68, 135]
[69, 253]
[70, 135]
[71, 135]
[72, 252]
[73, 135]
[74, 135]
[75, 252]
[76, 135]
[77, 135]
[78, 252]
[79, 135]
[80, 154]
[81, 253]
[82, 135]
[83, 135]
[84, 252]
[85, 137]
[86, 136]
[87, 252]
[88, 136]
[89, 136]
[90, 252]
[91, 135]
[92, 135]
[93, 252]
[94, 135]
[95, 135]
[96, 252]
[97, 135]
[98, 135]
[99, 252]
[100, 154]
[101, 136]
[102, 252]
[103, 135]
[104, 135]
[105, 254]
[106, 136]
[107, 135]
[108, 253]
[109, 136]
[110, 135]
[111, 252]
[112, 135]
[113, 135]
[114, 252]
[115, 135]
[116, 135]
[117, 252]
[118, 135]
[119, 135]
[120, 269]
[121, 136]
[122, 135]
[123, 253]
[124, 135]
[125, 137]
[126, 253]
[127, 135]
[128, 136]
[129, 253]
[130, 135]
[131, 135]
[132, 252]
[133, 135]
[134, 135]
[135, 252]
[136, 135]
[137, 135]
[138, 252]
[139, 135]
[140, 150]
[141, 253]
[142, 136]
[143, 136]
[144, 253]
[145, 137]
[146, 136]
[147, 252]
[148, 136]
[149, 136]
[150, 253]
[151, 135]
[152, 135]
[153, 252]
[154, 135]
[155, 135]
[156, 252]
[157, 135]
[158, 135]
[159, 252]
[160, 150]
[161, 136]
[162, 253]
[163, 136]
[164, 136]
[165, 254]
[166, 136]
[167, 135]
[168, 252]
[169, 137]
[170, 136]
[171, 252]
[172, 135]
[173, 135]
[174, 252]
[175, 135]
[176, 135]
[177, 252]
[178, 135]
[179, 135]
[180, 267]
[181, 136]
[182, 136]
[183, 253]
[184, 135]
[185, 137]
[186, 254]
[187, 135]
[188, 135]
[189, 254]
[190, 136]
[191, 135]
[192, 252]
[193, 135]
[194, 135]
[195, 252]
[196, 135]
[197, 135]
[198, 252]
[199, 135]
[200, 147]
[201, 254]
[202, 137]
[203, 136]
[204, 253]
[205, 137]
[206, 137]
[207, 252]
[208, 135]
[209, 137]
[210, 253]
[211, 135]
[212, 135]
[213, 252]
[214, 135]
[215, 135]
[216, 252]
[217, 135]
[218, 135]
[219, 252]
[220, 145]
[221, 137]
[222, 254]
[223, 137]
[224, 136]
[225, 253]
[226, 137]
[227, 135]
[228, 252]
[229, 137]
[230, 136]
[231, 252]
[232, 135]
[233, 135]
[234, 252]
