SimulationV06.py[0, 250]
[1, 120]
[2, 120]
[3, 228]
[4, 120]
[5, 120]
[6, 228]
[7, 120]
[8, 120]
[9, 228]
[10, 120]
[11, 120]
[12, 228]
[13, 120]
[14, 120]
[15, 228]
[16, 120]
[17, 120]
[18, 228]
[19, 120]
[20, 142]
[21, 228]
[22, 120]
[23, 120]
[24, 228]
[25, 120]
[26, 120]
[27, 228]
[28, 120]
[29, 120]
[30, 228]
[31, 120]
[32, 120]
[33, 228]
[34, 120]
[35, 120]
[36, 228]
[37, 120]
[38, 120]
[39, 228]
[40, 141]
[41, 120]
[42, 228]
[43, 120]
[44, 120]
[45, 228]
[46, 120]
[47, 120]
[48, 228]
[49, 120]
[50, 120]
[51, 228]
[52, 120]
[53, 120]
[54, 228]
[55, 120]
[56, 120]
[57, 228]
[58, 120]
[59, 120]
[60, 249]
[61, 121]
[62, 120]
[63, 228]
[64, 120]
[65, 120]
[66, 228]
[67, 120]
[68, 120]
[69, 228]
[70, 120]
[71, 120]
[72, 228]
[73, 120]
[74, 120]
[75, 228]
[76, 120]
[77, 120]
[78, 228]
[79, 120]
[80, 140]
[81, 229]
[82, 120]
[83, 120]
[84, 228]
[85, 120]
[86, 120]
[87, 229]
[88, 120]
[89, 120]
[90, 228]
[91, 120]
[92, 120]
[93, 228]
[94, 120]
[95, 120]
[96, 228]
[97, 120]
[98, 120]
[99, 228]
[100, 137]
[101, 121]
[102, 229]
[103, 120]
[104, 121]
[105, 228]
[106, 120]
[107, 121]
[108, 228]
[109, 120]
[110, 120]
[111, 228]
[112, 120]
[113, 120]
[114, 228]
[115, 121]
[116, 120]
[117, 228]
[118, 120]
[119, 120]
[120, 244]
[121, 121]
[122, 121]
[123, 228]
[124, 121]
[125, 120]
[126, 228]
[127, 121]
[128, 120]
[129, 228]
[130, 120]
[131, 120]
[132, 228]
[133, 120]
[134, 120]
[135, 229]
[136, 120]
[137, 120]
[138, 228]
[139, 120]
[140, 136]
[141, 228]
[142, 121]
[143, 121]
[144, 229]
[145, 120]
[146, 120]
[147, 229]
[148, 121]
[149, 120]
[150, 228]
[151, 120]
[152, 120]
[153, 228]
[154, 120]
[155, 121]
[156, 228]
[157, 120]
[158, 120]
[159, 228]
[160, 136]
[161, 120]
[162, 229]
[163, 121]
[164, 121]
[165, 228]
[166, 120]
[167, 121]
[168, 229]
[169, 120]
[170, 120]
[171, 228]
[172, 120]
[173, 120]
[174, 228]
[175, 121]
[176, 120]
[177, 228]
[178, 120]
[179, 120]
[180, 243]
[181, 120]
[182, 121]
[183, 228]
[184, 122]
[185, 121]
[186, 228]
[187, 121]
[188, 121]
[189, 228]
[190, 120]
[191, 120]
[192, 228]
[193, 120]
[194, 120]
[195, 229]
[196, 120]
[197, 120]
[198, 228]
[199, 120]
[200, 135]
[201, 228]
[202, 121]
[203, 120]
[204, 230]
[205, 121]
[206, 120]
[207, 229]
[208, 121]
[209, 120]
[210, 228]
[211, 120]
[212, 120]
[213, 228]
[214, 120]
[215, 121]
[216, 228]
[217, 120]
[218, 120]
[219, 228]
[220, 135]
[221, 120]
[222, 229]
[223, 120]
