SimulationV01.py[0, 287]
[1, 135]
[2, 135]
[3, 261]
[4, 135]
[5, 135]
[6, 261]
[7, 135]
[8, 135]
[9, 261]
[10, 135]
[11, 135]
[12, 261]
[13, 135]
[14, 135]
[15, 261]
[16, 135]
[17, 135]
[18, 261]
[19, 135]
[20, 160]
[21, 262]
[22, 135]
[23, 135]
[24, 261]
[25, 135]
[26, 135]
[27, 261]
[28, 135]
[29, 135]
[30, 261]
[31, 135]
[32, 135]
[33, 261]
[34, 135]
[35, 135]
[36, 261]
[37, 135]
[38, 135]
[39, 261]
[40, 159]
[41, 136]
[42, 262]
[43, 135]
[44, 135]
[45, 261]
[46, 135]
[47, 135]
[48, 261]
[49, 135]
[50, 135]
[51, 261]
[52, 135]
[53, 135]
[54, 261]
[55, 135]
[56, 135]
[57, 261]
[58, 135]
[59, 135]
[60, 285]
[61, 136]
[62, 136]
[63, 261]
[64, 135]
[65, 135]
[66, 261]
[67, 135]
[68, 135]
[69, 261]
[70, 135]
[71, 135]
[72, 261]
[73, 135]
[74, 135]
[75, 261]
[76, 135]
[77, 135]
[78, 261]
[79, 135]
[80, 158]
[81, 262]
[82, 136]
[83, 135]
[84, 261]
[85, 135]
[86, 135]
[87, 261]
[88, 135]
[89, 135]
[90, 261]
[91, 135]
[92, 135]
[93, 261]
[94, 135]
[95, 135]
[96, 261]
[97, 135]
[98, 135]
[99, 261]
[100, 156]
[101, 137]
[102, 263]
[103, 135]
[104, 135]
[105, 261]
[106, 135]
[107, 135]
[108, 261]
[109, 135]
[110, 135]
[111, 261]
[112, 135]
[113, 135]
[114, 261]
[115, 135]
[116, 135]
[117, 261]
[118, 135]
[119, 135]
[120, 279]
[121, 137]
[122, 137]
[123, 262]
[124, 135]
[125, 135]
[126, 261]
[127, 135]
[128, 135]
[129, 261]
[130, 135]
[131, 135]
[132, 261]
[133, 135]
[134, 135]
[135, 261]
[136, 135]
[137, 135]
[138, 262]
[139, 135]
[140, 153]
[141, 263]
[142, 138]
[143, 136]
[144, 261]
[145, 135]
[146, 135]
[147, 261]
[148, 135]
[149, 135]
[150, 262]
[151, 135]
[152, 135]
[153, 261]
[154, 135]
[155, 135]
[156, 261]
[157, 135]
[158, 136]
[159, 261]
[160, 153]
[161, 137]
[162, 264]
[163, 136]
[164, 135]
[165, 261]
[166, 135]
[167, 135]
[168, 261]
[169, 135]
[170, 136]
[171, 261]
[172, 135]
[173, 135]
[174, 261]
[175, 135]
[176, 135]
[177, 261]
[178, 136]
[179, 135]
[180, 278]
[181, 137]
[182, 138]
[183, 262]
[184, 135]
[185, 136]
[186, 261]
[187, 135]
[188, 135]
[189, 261]
[190, 136]
[191, 135]
[192, 261]
[193, 135]
[194, 135]
[195, 261]
[196, 135]
[197, 135]
[198, 262]
[199, 135]
[200, 150]
[201, 254]
[202, 138]
[203, 136]
[204, 252]
[205, 136]
[206, 136]
[207, 253]
[208, 135]
[209, 135]
[210, 252]
[211, 135]
[212, 135]
[213, 252]
[214, 135]
[215, 135]
[216, 252]
[217, 135]
[218, 136]
[219, 252]
[220, 148]
[221, 137]
[222, 255]
[223, 137]
[224, 136]
[225, 253]
[226, 136]
[227, 136]
[228, 252]
[229, 135]
[230, 135]
[231, 252]
[232, 135]
[233, 135]
[234, 252]
