SimulationV08.py[0, 277]
[1, 135]
[2, 135]
[3, 252]
[4, 135]
[5, 135]
[6, 252]
[7, 135]
[8, 135]
[9, 252]
[10, 135]
[11, 135]
[12, 90]
[20, 13]
[21, 9]
[22, 3]
[23, 162]
[24, 135]
[25, 225]
[26, 162]
[27, 135]
[28, 225]
[29, 162]
[30, 135]
[31, 225]
[32, 162]
[33, 135]
[34, 225]
[35, 162]
[36, 135]
[37, 225]
[38, 102]
[40, 25]
[41, 6]
[42, 4]
[43, 211]
[44, 138]
[45, 180]
[46, 207]
[47, 135]
[48, 180]
[49, 207]
[50, 135]
[51, 181]
[52, 207]
[53, 135]
[54, 180]
[55, 207]
[56, 135]
[57, 180]
[58, 207]
[59, 135]
[60, 187]
[61, 211]
[62, 137]
[63, 184]
[64, 210]
[65, 136]
[66, 183]
[67, 207]
[68, 135]
[69, 180]
[70, 207]
[71, 135]
[72, 181]
[73, 207]
[74, 135]
[75, 180]
[76, 207]
[77, 135]
[78, 180]
[79, 207]
[80, 140]
[81, 182]
[82, 211]
[83, 137]
[84, 184]
[85, 210]
[86, 136]
[87, 183]
[88, 207]
[89, 135]
[90, 180]
[91, 207]
[92, 135]
[93, 181]
[94, 207]
[95, 135]
[96, 180]
[97, 207]
[98, 135]
[99, 180]
[100, 212]
[101, 137]
[102, 184]
[103, 209]
[104, 139]
[105, 183]
[106, 208]
[107, 138]
[108, 180]
[109, 207]
[110, 135]
[111, 180]
[112, 207]
[113, 136]
[114, 180]
[115, 207]
[116, 135]
[117, 180]
[118, 207]
[119, 135]
[120, 185]
[121, 209]
[122, 139]
[123, 182]
[124, 211]
[125, 138]
[126, 181]
[127, 210]
[128, 135]
[129, 180]
[130, 207]
[131, 135]
[132, 180]
[133, 208]
[134, 135]
[135, 180]
[136, 192]
[137, 75]
[138, 45]
[139, 207]
[140, 20]
[141, 47]
[142, 193]
[143, 110]
[144, 156]
[145, 217]
[146, 156]
[147, 154]
[148, 219]
[149, 153]
[150, 153]
[151, 216]
[152, 153]
[153, 153]
[154, 217]
[155, 153]
[156, 153]
[157, 216]
[158, 153]
[159, 153]
[160, 221]
[161, 155]
[162, 157]
[163, 216]
[164, 155]
[165, 156]
[166, 217]
[167, 156]
[168, 154]
[169, 219]
[170, 153]
[171, 153]
[172, 216]
[173, 153]
[174, 153]
[175, 217]
[176, 153]
[177, 153]
[178, 216]
[179, 153]
[180, 158]
[181, 216]
[182, 155]
[183, 157]
[184, 216]
[185, 155]
[186, 156]
[187, 217]
[188, 156]
[189, 154]
[190, 219]
[191, 153]
[192, 153]
[193, 216]
[194, 153]
[195, 153]
[196, 217]
[197, 153]
[198, 153]
[199, 216]
[200, 158]
[201, 153]
[202, 218]
[203, 157]
[204, 153]
[205, 218]
[206, 156]
[207, 154]
[208, 219]
[209, 154]
[210, 156]
[211, 216]
[212, 153]
[213, 153]
[214, 216]
[215, 153]
[216, 154]
[217, 216]
[218, 153]
[219, 153]
[220, 221]
[221, 153]
[222, 155]
[223, 220]
[224, 153]
[225, 155]
[226, 219]
[227, 154]
[228, 156]
[229, 217]
[230, 156]
[231, 153]
[232, 216]
[233, 153]
[234, 153]
[235, 216]
[236, 154]
[237, 153]
[238, 216]
[239, 153]
[240, 158]
[241, 216]
[242, 155]
