SimulationV01.py[0, [0, 18, 18, 0, 0, 0]]
[1, [0, 36, 36, 0, 0, 0]]
[2, [52, 54, 54, 0, 0, 0]]
[3, [52, 72, 72, 0, 0, 0]]
[4, [52, 90, 90, 0, 0, 0]]
[5, [104, 108, 108, 0, 0, 0]]
[6, [104, 126, 126, 0, 0, 0]]
[7, [104, 144, 144, 0, 0, 0]]
[8, [156, 162, 162, 0, 0, 0]]
[9, [156, 180, 180, 0, 0, 0]]
[10, [156, 198, 198, 0, 0, 0]]
[11, [208, 216, 216, 0, 0, 0]]
[12, [208, 234, 234, 0, 0, 0]]
[13, [208, 252, 252, 0, 0, 0]]
[14, [260, 270, 270, 0, 0, 0]]
[15, [260, 288, 288, 0, 0, 0]]
[16, [260, 306, 306, 0, 0, 0]]
[17, [312, 324, 324, 0, 0, 0]]
[18, [312, 342, 342, 0, 0, 0]]
[19, [312, 360, 360, 360, 0, 0]]
[20, [364, 378, 378, 216, 144, 0]]
[21, [334, 366, 366, 72, 258, 0]]
[22, [304, 354, 354, 72, 228, 0]]
[23, [326, 342, 342, 72, 198, 0]]
[24, [296, 330, 330, 72, 168, 0]]
[25, [266, 318, 318, 72, 138, 0]]
[26, [288, 306, 306, 72, 108, 0]]
[27, [258, 294, 294, 72, 78, 0]]
[28, [228, 282, 282, 72, 48, 0]]
[29, [250, 270, 270, 72, 18, 0]]
[30, [232, 270, 270, 72, 0, 0]]
[31, [232, 288, 288, 72, 0, 0]]
[32, [284, 306, 306, 72, 0, 0]]
[33, [284, 324, 324, 72, 0, 0]]
[34, [284, 342, 342, 72, 0, 0]]
[35, [336, 360, 360, 72, 0, 0]]
[36, [336, 378, 378, 72, 0, 0]]
[37, [336, 396, 396, 72, 0, 0]]
[38, [388, 414, 414, 72, 0, 0]]
[39, [388, 432, 432, 432, 0, 0]]
[40, [388, 450, 450, 288, 144, 0]]
[41, [410, 438, 438, 144, 258, 0]]
[42, [380, 426, 426, 0, 372, 0]]
[43, [350, 414, 414, 0, 342, 0]]
[44, [372, 402, 402, 0, 312, 0]]
[45, [342, 390, 390, 0, 282, 0]]
[46, [312, 378, 378, 0, 252, 0]]
[47, [334, 366, 366, 0, 222, 0]]
[48, [304, 354, 354, 0, 192, 0]]
[49, [274, 342, 342, 0, 162, 0]]
[50, [296, 330, 330, 0, 132, 0]]
[51, [266, 318, 318, 0, 102, 0]]
[52, [236, 306, 306, 0, 72, 0]]
[53, [258, 294, 294, 0, 42, 0]]
[54, [228, 282, 282, 0, 12, 0]]
[55, [216, 288, 288, 0, 0, 0]]
[56, [268, 306, 306, 0, 0, 0]]
[57, [268, 324, 324, 0, 0, 0]]
[58, [268, 342, 342, 0, 0, 0]]
[59, [320, 360, 360, 360, 0, 0]]
[60, [320, 378, 378, 216, 144, 0]]
[61, [290, 366, 366, 72, 258, 0]]
[62, [312, 354, 354, 72, 228, 0]]
[63, [282, 342, 342, 72, 198, 0]]
[64, [252, 330, 330, 72, 168, 0]]
[65, [274, 318, 318, 72, 138, 0]]
[66, [244, 306, 306, 72, 108, 0]]
[67, [214, 294, 294, 72, 78, 0]]
[68, [236, 282, 282, 72, 48, 0]]
[69, [206, 270, 270, 72, 18, 0]]
[70, [188, 270, 270, 72, 0, 0]]
[71, [240, 288, 288, 72, 0, 0]]
