SimulationV010.py[0, 250]
[1, 120]
[2, 120]
[3, 228]
[4, 120]
[5, 120]
[6, 228]
[7, 120]
[8, 120]
[9, 228]
[10, 120]
[11, 120]
[12, 208]
[15, 18]
[20, 11]
[21, 9]
[22, 2]
[23, 183]
[24, 147]
[25, 138]
[26, 183]
[27, 147]
[28, 138]
[29, 183]
[30, 147]
[31, 138]
[32, 183]
[33, 147]
[34, 138]
[35, 183]
[36, 147]
[37, 138]
[38, 183]
[39, 147]
[40, 68]
[41, 3]
[42, 6]
[43, 141]
[44, 185]
[45, 147]
[46, 138]
[47, 183]
[48, 147]
[49, 138]
[50, 183]
[51, 147]
[52, 138]
[53, 183]
[54, 147]
[55, 138]
[56, 183]
[57, 147]
[58, 138]
[59, 183]
[60, 152]
[61, 18]
[62, 3]
[63, 142]
[64, 185]
[65, 150]
[66, 140]
[67, 183]
[68, 147]
[69, 138]
[70, 183]
[71, 147]
[72, 138]
[73, 183]
[74, 147]
[75, 138]
[76, 183]
[77, 147]
[78, 138]
[79, 183]
[80, 149]
[81, 27]
[82, 3]
[83, 132]
[84, 186]
[85, 158]
[86, 132]
[87, 185]
[88, 156]
[89, 129]
[90, 183]
[91, 156]
[92, 129]
[93, 183]
[94, 156]
[95, 129]
[96, 183]
[97, 156]
[98, 130]
[99, 183]
[100, 158]
[101, 132]
[102, 186]
[103, 159]
[104, 132]
[105, 185]
[106, 159]
[107, 129]
[108, 185]
[109, 156]
[110, 129]
[111, 183]
[112, 156]
[113, 129]
[114, 183]
[115, 156]
[116, 129]
[117, 183]
[118, 157]
[119, 129]
[120, 185]
[121, 159]
[122, 130]
[123, 185]
[124, 159]
[125, 132]
[126, 185]
[127, 156]
[128, 132]
[129, 183]
[130, 158]
[131, 129]
[132, 183]
[133, 156]
[134, 129]
[135, 183]
[136, 99]
[137, 18]
[138, 93]
[139, 103]
[140, 2]
[141, 1]
[142, 95]
[143, 103]
[144, 176]
[145, 141]
[146, 158]
[147, 175]
[148, 140]
[149, 93]
[150, 132]
[151, 165]
[152, 176]
[153, 129]
[154, 165]
[155, 174]
[156, 129]
[157, 165]
[158, 174]
[159, 129]
[160, 167]
[161, 175]
[162, 130]
[163, 167]
[164, 175]
[165, 131]
[166, 167]
[167, 175]
[168, 131]
[169, 166]
[170, 176]
[171, 129]
[172, 168]
[173, 174]
[174, 131]
[175, 165]
[176, 174]
[177, 129]
[178, 165]
[179, 174]
[180, 131]
[181, 165]
[182, 176]
[183, 131]
[184, 166]
[185, 175]
[186, 130]
[187, 167]
[188, 175]
[189, 131]
[190, 166]
[191, 176]
[192, 129]
[193, 168]
[194, 174]
[195, 131]
[196, 165]
[197, 174]
[198, 129]
[199, 165]
[200, 176]
[201, 129]
[202, 166]
[203, 177]
[204, 130]
[205, 166]
[206, 175]
[207, 131]
[208, 166]
[209, 175]
[210, 130]
[211, 166]
[212, 174]
[213, 131]
[214, 165]
[215, 177]
[216, 129]
[217, 167]
[218, 174]
[219, 129]
[220, 167]
[221, 174]
[222, 130]
[223, 168]
[224, 175]
[225, 130]
[226, 166]
[227, 176]
[228, 130]
[229, 165]
