SimulationV07.py[0, 276]
[1, 135]
[2, 135]
[3, 252]
[4, 135]
[5, 135]
[6, 252]
[7, 135]
[8, 135]
[9, 252]
[10, 135]
[11, 135]
[12, 90]
[20, 13]
[21, 9]
[22, 2]
[23, 162]
[24, 135]
[25, 225]
[26, 162]
[27, 135]
[28, 225]
[29, 162]
[30, 135]
[31, 225]
[32, 162]
[33, 135]
[34, 225]
[35, 162]
[36, 135]
[37, 225]
[38, 162]
[40, 44]
[41, 5]
[42, 5]
[43, 193]
[44, 164]
[45, 171]
[46, 189]
[47, 162]
[48, 171]
[49, 189]
[50, 162]
[51, 171]
[52, 189]
[53, 162]
[54, 171]
[55, 189]
[56, 162]
[57, 171]
[58, 189]
[59, 162]
[60, 179]
[61, 194]
[62, 162]
[63, 176]
[64, 193]
[65, 162]
[66, 173]
[67, 189]
[68, 162]
[69, 171]
[70, 189]
[71, 162]
[72, 171]
[73, 189]
[74, 162]
[75, 171]
[76, 189]
[77, 162]
[78, 171]
[79, 189]
[80, 170]
[81, 171]
[82, 194]
[83, 162]
[84, 176]
[85, 189]
[86, 166]
[87, 171]
[88, 191]
[89, 162]
[90, 171]
[91, 189]
[92, 162]
[93, 171]
[94, 189]
[95, 162]
[96, 171]
[97, 189]
[98, 162]
[99, 171]
[100, 197]
[101, 162]
[102, 176]
[103, 189]
[104, 162]
[105, 176]
[106, 189]
[107, 166]
[108, 171]
[109, 189]
[110, 164]
[111, 171]
[112, 189]
[113, 162]
[114, 171]
[115, 189]
[116, 162]
[117, 171]
[118, 189]
[119, 162]
[120, 179]
[121, 189]
[122, 162]
[123, 176]
[124, 189]
[125, 162]
[126, 176]
[127, 189]
[128, 162]
[129, 175]
[130, 189]
[131, 162]
[132, 128]
[133, 189]
[134, 102]
[135, 81]
[136, 84]
[137, 87]
[138, 111]
[139, 96]
[140, 116]
[141, 48]
[142, 117]
[143, 83]
[144, 156]
[145, 132]
[146, 141]
[147, 161]
[148, 162]
[149, 162]
[150, 202]
[151, 162]
[152, 162]
[153, 198]
[154, 164]
[155, 162]
[156, 198]
[157, 162]
[158, 162]
[159, 198]
[160, 170]
[161, 162]
[162, 198]
[163, 162]
[164, 167]
[165, 198]
[166, 162]
[167, 162]
[168, 203]
[169, 162]
[170, 162]
[171, 198]
[172, 166]
[173, 162]
[174, 198]
[175, 162]
[176, 164]
[177, 198]
[178, 162]
[179, 162]
[180, 206]
[181, 162]
[182, 162]
[183, 198]
[184, 167]
[185, 162]
[186, 198]
[187, 162]
[188, 162]
[189, 203]
[190, 162]
[191, 162]
[192, 198]
[193, 166]
[194, 162]
[195, 198]
[196, 162]
[197, 162]
[198, 200]
[199, 162]
[200, 170]
[201, 198]
[202, 162]
[203, 162]
[204, 198]
[205, 167]
[206, 162]
[207, 198]
[208, 162]
[209, 162]
[210, 203]
[211, 162]
[212, 162]
[213, 198]
[214, 162]
[215, 166]
[216, 198]
[217, 162]
[218, 162]
[219, 198]
[220, 167]
[221, 167]
[222, 198]
[223, 162]
[224, 162]
[225, 198]
[226, 167]
[227, 162]
[228, 198]
[229, 162]
[230, 162]
[231, 198]
[232, 167]
[233, 162]
[234, 198]
[235, 162]
[236, 162]
[237, 202]
[238, 162]
[239, 162]
[240, 203]
[241, 165]
[242, 162]
