SimulationV012.py[0, 250]
[1, 120]
[2, 120]
[3, 228]
[4, 120]
[5, 120]
[6, 228]
[7, 120]
[8, 120]
[9, 228]
[10, 120]
[11, 120]
[12, 175]
[20, 11]
[21, 9]
[22, 2]
[23, 138]
[24, 120]
[25, 210]
[26, 138]
[27, 120]
[28, 210]
[29, 138]
[30, 120]
[31, 210]
[32, 138]
[33, 120]
[34, 210]
[35, 138]
[36, 120]
[37, 210]
[38, 138]
[39, 120]
[40, 140]
[41, 3]
[42, 6]
[43, 141]
[44, 140]
[45, 192]
[46, 138]
[47, 138]
[48, 192]
[49, 138]
[50, 138]
[51, 192]
[52, 138]
[53, 138]
[54, 192]
[55, 138]
[56, 138]
[57, 192]
[58, 138]
[59, 138]
[60, 197]
[61, 18]
[62, 3]
[63, 124]
[64, 140]
[65, 213]
[66, 122]
[67, 138]
[68, 210]
[69, 120]
[70, 138]
[71, 210]
[72, 120]
[73, 138]
[74, 210]
[75, 120]
[76, 138]
[77, 210]
[78, 120]
[79, 138]
[80, 212]
[81, 18]
[82, 12]
[83, 186]
[84, 142]
[85, 140]
[86, 195]
[87, 139]
[88, 139]
[89, 192]
[90, 138]
[91, 138]
[92, 192]
[93, 138]
[94, 138]
[95, 192]
[96, 138]
[97, 138]
[98, 192]
[99, 138]
[100, 140]
[101, 195]
[102, 141]
[103, 141]
[104, 196]
[105, 140]
[106, 140]
[107, 193]
[108, 139]
[109, 139]
[110, 192]
[111, 138]
[112, 138]
[113, 192]
[114, 138]
[115, 138]
[116, 192]
[117, 138]
[118, 138]
[119, 192]
[120, 140]
[121, 141]
[122, 193]
[123, 140]
[124, 141]
[125, 196]
[126, 140]
[127, 140]
[128, 193]
[129, 139]
[130, 139]
[131, 192]
[132, 138]
[133, 138]
[134, 192]
[135, 138]
[136, 138]
[137, 165]
[138, 147]
[139, 48]
[140, 95]
[141, 148]
[142, 167]
[143, 157]
[144, 149]
[145, 168]
[146, 158]
[147, 149]
[148, 167]
[149, 158]
[150, 148]
[151, 166]
[152, 157]
[153, 147]
[154, 165]
[155, 156]
[156, 147]
[157, 165]
[158, 156]
[159, 147]
[160, 167]
[161, 157]
[162, 149]
[163, 166]
[164, 158]
[165, 149]
[166, 166]
[167, 158]
[168, 149]
[169, 167]
[170, 158]
[171, 148]
[172, 166]
[173, 157]
[174, 147]
[175, 165]
[176, 156]
[177, 147]
[178, 165]
[179, 156]
[180, 149]
[181, 166]
[182, 158]
[183, 148]
[184, 166]
[185, 157]
[186, 149]
[187, 166]
[188, 158]
[189, 149]
[190, 167]
[191, 156]
[192, 149]
[193, 166]
[194, 157]
[195, 148]
[196, 165]
[197, 156]
[198, 147]
[199, 165]
[200, 158]
[201, 148]
[202, 167]
[203, 156]
[204, 148]
[205, 166]
[206, 157]
[207, 149]
[208, 166]
[209, 158]
[210, 148]
[211, 166]
[212, 158]
[213, 147]
[214, 167]
[215, 157]
[216, 148]
[217, 166]
[218, 156]
[219, 147]
[220, 167]
[221, 156]
[222, 148]
[223, 167]
[224, 156]
[225, 148]
[226, 166]
[227, 157]
[228, 149]
[229, 166]
[230, 156]
