SimulationV04.py[66841949.09, [7525, 7535, 7535, 7535, 7535, 7535, 7535, 7535, 7535, 7535, 7535, 7535, 7535, 7535, 7535, 7535, 7535, 7535, 7535], [12, 8, 8, 22, 1, 11, 71, 500, 500, 500, 500, 500, 500], [11280693.0, 2395246.0, 469485.29, 6061880.56, 46634644.24]]
[66926766.28, [7530, 7530, 7535, 7535, 7535, 7535, 7535, 7535, 7535, 7535, 7535, 7535, 7535, 7535, 7535, 7535, 7535, 7535, 7535], [12, 8, 8, 22, 1, 11, 71, 500, 500, 500, 500, 500, 500], [11280693.0, 2395246.0, 469476.34, 6061873.94, 46719477.01]]
[66942080.15, [7520, 7520, 7530, 7530, 7530, 7535, 7535, 7535, 7535, 7535, 7535, 7535, 7535, 7535, 7535, 7535, 7535, 7535, 7535], [12, 8, 8, 22, 1, 11, 72, 500, 500, 500, 500, 500, 500], [11439576.0, 2395246.0, 469455.7, 6060412.42, 46577390.03]]
[67016346.33, [7520, 7530, 7530, 7530, 7535, 7535, 7535, 7535, 7535, 7535, 7535, 7535, 7535, 7535, 7535, 7535, 7535, 7535, 7535], [12, 8, 8, 22, 1, 11, 71, 500, 500, 500, 500, 500, 500], [11280693.0, 2395246.0, 469453.06, 6061040.45, 46809913.82]]
[67032042.69, [7525, 7530, 7530, 7535, 7535, 7535, 7535, 7535, 7535, 7535, 7535, 7535, 7535, 7535, 7535, 7535, 7535, 7535, 7535], [12, 8, 8, 22, 1, 11, 71, 500, 500, 500, 500, 500, 500], [11280693.0, 2395246.0, 469474.26, 6061456.56, 46825172.87]]
[67041998.92, [7520, 7525, 7525, 7525, 7535, 7535, 7535, 7535, 7535, 7535, 7535, 7535, 7535, 7535, 7535, 7535, 7535, 7535, 7535], [12, 8, 8, 22, 1, 11, 71, 500, 500, 500, 500, 500, 500], [11280693.0, 2395246.0, 469460.66, 6060419.44, 46836179.82]]
[67073219.66, [7500, 7530, 7530, 7530, 7535, 7535, 7535, 7535, 7535, 7535, 7535, 7535, 7535, 7535, 7535, 7535, 7535, 7535, 7535], [12, 8, 8, 22, 1, 11, 71, 500, 500, 500, 500, 500, 500], [11280693.0, 2395246.0, 469481.56, 6060199.55, 46867599.55]]
[67130050.13, [7510, 7515, 7520, 7520, 7530, 7530, 7530, 7535, 7535, 7535, 7535, 7535, 7535, 7535, 7535, 7535, 7535, 7535, 7535], [12, 8, 8, 22, 1, 11, 70, 500, 500, 500, 500, 500, 500], [11121810.0, 2395246.0, 469408.96, 6058536.14, 47085049.03]]
[67213299.14, [7515, 7520, 7520, 7530, 7530, 7530, 7530, 7535, 7535, 7535, 7535, 7535, 7535, 7535, 7535, 7535, 7535, 7535, 7535], [12, 8, 8, 22, 1, 11, 71, 500, 500, 500, 500, 500, 500], [11280693.0, 2395246.0, 469396.29, 6059353.38, 47008610.47]]
[67252166.42, [7520, 7525, 7525, 7530, 7530, 7530, 7535, 7535, 7535, 7535, 7535, 7535, 7535, 7535, 7535, 7535, 7535, 7535, 7535], [12, 8, 8, 22, 1, 11, 76, 500, 500, 500, 500, 500, 500], [12075108.0, 2395246.0, 469430.55, 6060192.58, 46252189.3]]
[67563759.88, [7495, 7520, 7520, 7520, 7525, 7530, 7530, 7535, 7535, 7535, 7535, 7535, 7535, 7535, 7535, 7535, 7535, 7535, 7535], [12, 8, 8, 22, 1, 11, 71, 500, 500, 500, 500, 500, 500], [11280693.0, 2395246.0, 469350.52, 6057898.44, 47360571.92]]
[67600742.46, [7485, 7520, 7530, 7530, 7535, 7535, 7535, 7535, 7535, 7535, 7535, 7535, 7535, 7535, 7535, 7535, 7535, 7535, 7535], [12, 8, 8, 22, 1, 11, 71, 500, 500, 500, 500, 500, 500], [11280693.0, 2395246.0, 469425.91, 6059140.43, 47396237.13]]
[67731447.3, [7500, 7515, 7520, 7520, 7525, 7530, 7530, 7530, 7535, 7535, 7535, 7535, 7535, 7535, 7535, 7535, 7535, 7535, 7535], [12, 8, 8, 22, 1, 11, 71, 500, 500, 500, 500, 500, 500], [11280693.0, 2395246.0, 469392.01, 6057682.56, 47528433.73]]
