SimulationV09.py[0, 150]
[1, 75]
[2, 75]
[3, 138]
[4, 75]
[5, 75]
[6, 138]
[7, 75]
[8, 75]
[9, 138]
[10, 75]
[11, 75]
[12, 138]
[13, 75]
[14, 75]
[15, 138]
[16, 75]
[17, 75]
[18, 138]
[19, 75]
[20, 85]
[21, 138]
[22, 75]
[23, 75]
[24, 138]
[25, 75]
[26, 75]
[27, 138]
[28, 75]
[29, 76]
[30, 138]
[31, 75]
[32, 75]
[33, 138]
[34, 75]
[35, 75]
[36, 138]
[37, 75]
[38, 75]
[39, 138]
[40, 85]
[41, 75]
[42, 138]
[43, 75]
[44, 75]
[45, 139]
[46, 75]
[47, 75]
[48, 138]
[49, 76]
[50, 75]
[51, 138]
[52, 75]
[53, 75]
[54, 138]
[55, 75]
[56, 75]
[57, 138]
[58, 75]
[59, 75]
[60, 148]
[61, 75]
[62, 75]
[63, 138]
[64, 75]
[65, 76]
[66, 138]
[67, 75]
[68, 75]
[69, 139]
[70, 75]
[71, 75]
[72, 138]
[73, 75]
[74, 75]
[75, 138]
[76, 75]
[77, 75]
[78, 138]
[79, 75]
[80, 85]
[81, 138]
[82, 75]
[83, 75]
[84, 138]
[85, 76]
[86, 75]
[87, 138]
[88, 75]
[89, 76]
[90, 138]
[91, 75]
[92, 75]
[93, 138]
[94, 75]
[95, 75]
[96, 138]
[97, 75]
[98, 75]
[99, 138]
[100, 85]
[101, 75]
[102, 138]
[103, 75]
[104, 75]
[105, 139]
[106, 75]
[107, 75]
[108, 138]
[109, 76]
[110, 75]
[111, 138]
[112, 75]
[113, 75]
[114, 138]
[115, 75]
[116, 75]
[117, 138]
[118, 75]
[119, 75]
[120, 147]
[121, 75]
[122, 75]
[123, 138]
[124, 75]
[125, 76]
[126, 138]
[127, 76]
[128, 75]
[129, 139]
[130, 75]
[131, 75]
[132, 138]
[133, 75]
[134, 75]
[135, 138]
[136, 75]
[137, 75]
[138, 138]
[139, 75]
[140, 84]
[141, 138]
[142, 75]
[143, 75]
[144, 138]
[145, 76]
[146, 75]
[147, 139]
[148, 75]
[149, 75]
[150, 138]
[151, 75]
[152, 75]
[153, 138]
[154, 75]
[155, 75]
[156, 138]
[157, 75]
[158, 75]
[159, 139]
[160, 84]
[161, 75]
[162, 138]
[163, 75]
[164, 75]
[165, 138]
[166, 75]
[167, 76]
[168, 138]
[169, 75]
[170, 75]
[171, 138]
[172, 75]
[173, 75]
[174, 138]
[175, 75]
[176, 75]
[177, 138]
[178, 75]
[179, 76]
[180, 147]
[181, 75]
[182, 75]
[183, 138]
[184, 75]
[185, 75]
[186, 139]
[187, 76]
[188, 75]
[189, 138]
[190, 75]
[191, 75]
[192, 138]
[193, 75]
[194, 75]
[195, 138]
[196, 75]
[197, 75]
[198, 138]
[199, 76]
[200, 83]
[201, 139]
[202, 75]
[203, 75]
[204, 138]
[205, 75]
[206, 76]
[207, 139]
[208, 75]
[209, 75]
[210, 138]
[211, 75]
[212, 75]
[213, 138]
[214, 75]
[215, 75]
[216, 138]
[217, 75]
[218, 75]
[219, 139]
[220, 83]
[221, 76]
[222, 138]
[223, 75]
[224, 75]
[225, 138]
[226, 76]
[227, 76]
[228, 138]
[229, 75]
[230, 75]
[231, 138]
[232, 75]
[233, 75]
[234, 138]
[235, 75]
[236, 75]
[237, 138]
[238, 75]
[239, 76]
[240, 146]
[241, 76]
[242, 75]
[243, 138]
[244, 75]
[245, 75]
[246, 139]
[247, 76]
[248, 75]
[249, 138]
[250, 75]
[251, 75]
[252, 138]
[253, 75]
[254, 75]
[255, 138]
[256, 75]
[257, 75]
[258, 138]
[259, 76]
[260, 82]
[261, 139]
[262, 75]
[263, 75]
[264, 138]
[265, 76]
[266, 76]
[267, 139]
[268, 75]
[269, 75]
[270, 138]
[271, 75]
[272, 75]
[273, 138]
[274, 75]
[275, 75]
[276, 138]
[277, 75]
[278, 75]
[279, 139]
[280, 82]
[281, 76]
[282, 138]
[283, 75]
[284, 75]
[285, 139]
[286, 76]
[287, 76]
[288, 138]
[289, 75]
[290, 75]
[291, 138]
[292, 75]
[293, 75]
[294, 138]
[295, 75]
[296, 75]
[297, 138]
[298, 75]
[299, 76]
[300, 145]
[301, 76]
[302, 75]
[303, 138]
[304, 75]
[305, 76]
[306, 139]
[307, 76]
[308, 75]
[309, 138]
[310, 75]
[311, 75]
[312, 138]
[313, 75]
[314, 75]
[315, 138]
[316, 75]
[317, 75]
[318, 138]
[319, 76]
[320, 82]
[321, 139]
[322, 75]
[323, 75]
[324, 138]
[325, 76]
[326, 76]
[327, 139]
[328, 75]
[329, 75]
[330, 138]
[331, 75]
[332, 75]
[333, 138]
[334, 75]
[335, 75]
[336, 138]
[337, 75]
[338, 75]
[339, 139]
[340, 81]
[341, 76]
[342, 138]
[343, 76]
[344, 75]
[345, 139]
[346, 76]
[347, 76]
[348, 138]
[349, 75]
[350, 75]
[351, 138]
[352, 75]
[353, 75]
[354, 138]
[355, 75]
[356, 75]
[357, 138]
[358, 75]
[359, 76]
[360, 144]
[361, 76]
[362, 75]
[363, 139]
[364, 75]
[365, 76]
[366, 139]
[367, 76]
[368, 75]
[369, 138]
[370, 75]
[371, 75]
[372, 138]
[373, 75]
[374, 75]
[375, 138]
[376, 75]
[377, 75]
[378, 138]
[379, 76]
[380, 81]
[381, 139]
[382, 75]
[383, 76]
[384, 138]
[385, 76]
[386, 76]
[387, 139]
[388, 75]
[389, 75]
[390, 138]
[391, 75]
[392, 75]
[393, 138]
[394, 75]
[395, 75]
[396, 138]
[397, 75]
[398, 75]
[399, 139]
[400, 81]
[401, 76]
[402, 138]
[403, 76]
[404, 75]
[405, 139]
[406, 76]
[407, 76]
[408, 138]
[409, 75]
[410, 75]
[411, 138]
[412, 75]
[413, 75]
[414, 138]
[415, 75]
[416, 75]
[417, 138]
[418, 75]
[419, 76]
[420, 144]
[421, 76]
[422, 75]
[423, 139]
[424, 75]
[425, 76]
[426, 139]
[427, 76]
[428, 75]
[429, 138]
[430, 75]
[431, 75]
[432, 138]
[433, 75]
[434, 75]
[435, 138]
[436, 75]
[437, 75]
[438, 138]
[439, 76]
[440, 81]
[441, 139]
[442, 75]
[443, 76]
[444, 138]
[445, 76]
[446, 76]
[447, 139]
[448, 75]
[449, 75]
[450, 138]
[451, 75]
[452, 75]
[453, 138]
[454, 75]
[455, 75]
[456, 138]
[457, 75]
[458, 75]
[459, 139]
[460, 80]
[461, 76]
[462, 138]
[463, 76]
[464, 75]
[465, 139]
[466, 77]
[467, 76]
[468, 138]
[469, 75]
[470, 75]
[471, 138]
[472, 75]
[473, 75]
[474, 138]
[475, 75]
[476, 75]
[477, 138]
[478, 75]
[479, 76]
[480, 143]
[481, 76]
[482, 75]
[483, 139]
[484, 75]
[485, 76]
[486, 139]
[487, 76]
[488, 75]
[489, 138]
[490, 75]
[491, 75]
[492, 138]
[493, 75]
[494, 75]
[495, 138]
[496, 75]
[497, 75]
[498, 138]
[499, 77]
[500, 80]
[501, 139]
[502, 75]
[503, 76]
[504, 138]
[505, 76]
[506, 76]
[507, 139]
[508, 75]
[509, 75]
[510, 138]
[511, 75]
[512, 75]
[513, 138]
[514, 75]
[515, 75]
[516, 138]
[517, 75]
[518, 75]
[519, 140]
[520, 80]
[521, 76]
[522, 138]
[523, 76]
[524, 75]
[525, 138]
[526, 76]
[527, 76]
[528, 138]
[529, 75]
[530, 75]
[531, 138]
[532, 76]
[533, 75]
[534, 138]
[535, 75]
[536, 75]
[537, 138]
[538, 75]
[539, 77]
[540, 143]
[541, 76]
[542, 75]
[543, 139]
[544, 75]
[545, 75]
[546, 139]
[547, 76]
[548, 75]
[549, 138]
[550, 75]
[551, 75]
[552, 139]
[553, 75]
[554, 75]
[555, 138]
[556, 75]
[557, 75]
[558, 138]
[559, 77]
[560, 80]
[561, 139]
[562, 75]
[563, 76]
[564, 138]
[565, 75]
[566, 76]
[567, 139]
[568, 75]
[569, 75]
[570, 138]
[571, 75]
[572, 76]
[573, 138]
[574, 75]
[575, 75]
[576, 138]
[577, 75]
[578, 75]
[579, 140]
[580, 79]
[581, 76]
[582, 138]
[583, 76]
[584, 75]
[585, 138]
[586, 76]
[587, 77]
[588, 138]
[589, 75]
[590, 75]
[591, 138]
[592, 76]
[593, 75]
[594, 138]
[595, 75]
[596, 75]
[597, 138]
[598, 75]
[599, 77]
[600, 142]
[601, 75]
[602, 75]
[603, 139]
[604, 75]
[605, 75]
[606, 139]
[607, 76]
[608, 75]
[609, 138]
[610, 75]
[611, 75]
[612, 139]
[613, 75]
[614, 75]
[615, 138]
[616, 75]
[617, 75]
[618, 138]
[619, 77]
[620, 78]
[621, 139]
[622, 75]
[623, 76]
[624, 139]
[625, 75]
[626, 77]
[627, 139]
[628, 75]
[629, 75]
[630, 138]
[631, 75]
[632, 76]
[633, 138]
[634, 75]
[635, 75]
[636, 138]
[637, 75]
[638, 75]
[639, 140]
[640, 78]
[641, 76]
[642, 138]
[643, 76]
[644, 76]
[645, 138]
[646, 77]
[647, 76]
[648, 138]
[649, 75]
[650, 75]
[651, 138]
[652, 76]
[653, 75]
[654, 138]
[655, 75]
[656, 75]
[657, 138]
[658, 75]
[659, 77]
[660, 141]
[661, 76]
[662, 75]
[663, 139]
[664, 76]
[665, 75]
[666, 140]
[667, 76]
[668, 75]
[669, 138]
[670, 75]
[671, 75]
[672, 139]
[673, 75]
[674, 75]
[675, 138]
[676, 75]
[677, 75]
[678, 138]
[679, 77]
[680, 78]
[681, 139]
[682, 75]
[683, 76]
[684, 139]
[685, 75]
[686, 77]
[687, 139]
[688, 75]
[689, 75]
[690, 138]
[691, 75]
[692, 76]
[693, 138]
[694, 75]
[695, 75]
[696, 138]
[697, 75]
[698, 75]
[699, 140]
[700, 78]
[701, 76]
[702, 138]
[703, 76]
[704, 76]
[705, 138]
[706, 77]
[707, 76]
[708, 138]
[709, 75]
[710, 75]
[711, 138]
[712, 76]
[713, 75]
[714, 138]
[715, 75]
[716, 75]
[717, 138]
[718, 75]
[719, 76]
[720, 141]
[721, 77]
[722, 75]
[723, 139]
[724, 76]
[725, 75]
[726, 140]
[727, 76]
[728, 75]
[729, 138]
[730, 75]
[731, 75]
[732, 139]
[733, 75]
[734, 75]
[735, 138]
[736, 75]
[737, 75]
[738, 138]
[739, 76]
[740, 78]
[741, 140]
[742, 75]
[743, 76]
[744, 139]
[745, 75]
[746, 77]
[747, 139]
[748, 75]
[749, 75]
[750, 138]
[751, 75]
[752, 76]
[753, 138]
[754, 75]
[755, 75]
[756, 138]
[757, 75]
[758, 75]
[759, 139]
[760, 78]
[761, 77]
