SimulationV08.py[0, 277]
[1, 135]
[2, 135]
[3, 252]
[4, 135]
[5, 135]
[6, 252]
[7, 135]
[8, 135]
[9, 252]
[10, 135]
[11, 135]
[12, 90]
[20, 13]
[21, 9]
[22, 3]
[23, 162]
[24, 135]
[25, 225]
[26, 162]
[27, 135]
[28, 225]
[29, 162]
[30, 135]
[31, 225]
[32, 162]
[33, 135]
[34, 225]
[35, 162]
[36, 135]
[37, 225]
[38, 102]
[40, 25]
[41, 6]
[42, 4]
[43, 212]
[44, 138]
[45, 180]
[46, 207]
[47, 135]
[48, 180]
[49, 207]
[50, 135]
[51, 180]
[52, 207]
[53, 135]
[54, 180]
[55, 207]
[56, 135]
[57, 180]
[58, 207]
[59, 135]
[60, 187]
[61, 211]
[62, 137]
[63, 184]
[64, 210]
[65, 137]
[66, 183]
[67, 207]
[68, 135]
[69, 180]
[70, 207]
[71, 135]
[72, 180]
[73, 207]
[74, 135]
[75, 180]
[76, 207]
[77, 135]
[78, 180]
[79, 207]
[80, 140]
[81, 182]
[82, 211]
[83, 137]
[84, 184]
[85, 210]
[86, 137]
[87, 183]
[88, 207]
[89, 135]
[90, 180]
[91, 207]
[92, 135]
[93, 180]
[94, 207]
[95, 135]
[96, 180]
[97, 207]
[98, 135]
[99, 180]
[100, 212]
[101, 137]
[102, 184]
[103, 209]
[104, 139]
[105, 183]
[106, 209]
[107, 138]
[108, 180]
[109, 207]
[110, 135]
[111, 180]
[112, 207]
[113, 135]
[114, 180]
[115, 207]
[116, 135]
[117, 180]
[118, 207]
[119, 135]
[120, 185]
[121, 209]
[122, 139]
[123, 182]
[124, 211]
[125, 138]
[126, 182]
[127, 210]
[128, 135]
[129, 180]
[130, 207]
[131, 135]
[132, 180]
[133, 207]
[134, 135]
[135, 180]
[136, 207]
[137, 135]
[138, 180]
[139, 207]
[140, 35]
[141, 182]
[142, 91]
[143, 77]
[144, 123]
[145, 208]
[146, 138]
[147, 182]
[148, 210]
[149, 135]
[150, 180]
[151, 207]
[152, 135]
[153, 180]
[154, 207]
[155, 135]
[156, 180]
[157, 207]
[158, 135]
[159, 180]
[160, 212]
[161, 137]
[162, 184]
[163, 207]
[164, 137]
[165, 183]
[166, 208]
[167, 138]
[168, 182]
[169, 210]
[170, 135]
[171, 180]
[172, 207]
[173, 135]
[174, 180]
[175, 207]
[176, 135]
[177, 180]
[178, 207]
[179, 135]
[180, 185]
[181, 207]
[182, 137]
[183, 184]
[184, 207]
[185, 137]
[186, 183]
[187, 208]
[188, 138]
[189, 182]
[190, 210]
[191, 135]
[192, 180]
[193, 207]
[194, 135]
[195, 180]
[196, 207]
[197, 135]
[198, 180]
[199, 207]
[200, 140]
[201, 180]
[202, 209]
[203, 139]
[204, 180]
[205, 209]
[206, 138]
[207, 181]
[208, 210]
[209, 137]
[210, 183]
[211, 207]
[212, 135]
[213, 180]
[214, 207]
[215, 135]
[216, 180]
[217, 207]
[218, 135]
[219, 180]
[220, 212]
[221, 135]
[222, 182]
[223, 211]
[224, 135]
[225, 182]
[226, 210]
[227, 136]
[228, 183]
[229, 209]
[230, 138]
[231, 180]
[232, 207]
[233, 135]
[234, 180]
[235, 207]
[236, 135]
[237, 180]
[238, 207]
[239, 135]
[240, 185]
[241, 207]
[242, 137]
