SimulationV011.py[0, 250]
[1, 120]
[2, 120]
[3, 228]
[4, 120]
[5, 120]
[6, 228]
[7, 120]
[8, 120]
[9, 228]
[10, 120]
[11, 120]
[12, 228]
[13, 45]
[15, 9]
[20, 13]
[21, 9]
[23, 192]
[24, 147]
[25, 129]
[26, 192]
[27, 147]
[28, 129]
[29, 192]
[30, 147]
[31, 129]
[32, 192]
[33, 147]
[34, 129]
[35, 192]
[36, 147]
[37, 129]
[38, 192]
[39, 147]
[40, 139]
[41, 3]
[42, 7]
[43, 122]
[44, 192]
[45, 156]
[46, 120]
[47, 192]
[48, 156]
[49, 120]
[50, 192]
[51, 156]
[52, 120]
[53, 192]
[54, 156]
[55, 120]
[56, 192]
[57, 156]
[58, 120]
[59, 192]
[60, 163]
[61, 3]
[62, 3]
[63, 124]
[64, 195]
[65, 158]
[66, 120]
[67, 192]
[68, 156]
[69, 120]
[70, 192]
[71, 156]
[72, 120]
[73, 192]
[74, 156]
[75, 120]
[76, 192]
[77, 156]
[78, 120]
[79, 192]
[80, 160]
[81, 3]
[82, 3]
[83, 123]
[84, 196]
[85, 159]
[86, 122]
[87, 192]
[88, 156]
[89, 120]
[90, 192]
[91, 156]
[92, 120]
[93, 192]
[94, 156]
[95, 120]
[96, 192]
[97, 156]
[98, 120]
[99, 192]
[100, 160]
[101, 123]
[102, 195]
[103, 159]
[104, 124]
[105, 195]
[106, 158]
[107, 120]
[108, 192]
[109, 156]
[110, 120]
[111, 192]
[112, 156]
[113, 120]
[114, 192]
[115, 156]
[116, 120]
[117, 192]
[118, 156]
[119, 120]
[120, 196]
[121, 159]
[122, 123]
[123, 195]
[124, 160]
[125, 123]
[126, 194]
[127, 156]
[128, 120]
[129, 192]
[130, 156]
[131, 120]
[132, 192]
[133, 156]
[134, 120]
[135, 192]
[136, 141]
[137, 45]
[138, 87]
[139, 39]
[140, 43]
[141, 105]
[142, 18]
[143, 42]
[144, 82]
[145, 126]
[146, 98]
[147, 156]
[148, 147]
[149, 147]
[150, 174]
[151, 147]
[152, 147]
[153, 174]
[154, 147]
[155, 147]
[156, 174]
[157, 147]
[158, 147]
[159, 174]
[160, 151]
[161, 150]
[162, 177]
[163, 150]
[164, 151]
[165, 177]
[166, 149]
[167, 147]
[168, 174]
[169, 147]
[170, 147]
[171, 174]
[172, 147]
[173, 147]
[174, 174]
[175, 147]
[176, 147]
[177, 174]
[178, 147]
[179, 147]
[180, 178]
[181, 150]
[182, 150]
[183, 177]
[184, 151]
[185, 150]
[186, 176]
[187, 147]
[188, 147]
[189, 174]
[190, 147]
[191, 147]
[192, 174]
[193, 147]
[194, 147]
[195, 174]
[196, 147]
[197, 147]
[198, 174]
[199, 147]
[200, 151]
[201, 177]
[202, 150]
[203, 150]
[204, 177]
[205, 148]
[206, 150]
[207, 176]
[208, 147]
[209, 147]
[210, 174]
[211, 147]
[212, 147]
[213, 174]
[214, 147]
[215, 147]
[216, 174]
[217, 147]
[218, 147]
[219, 174]
[220, 151]
[221, 147]
[222, 177]
[223, 150]
[224, 150]
[225, 177]
[226, 148]
[227, 150]
[228, 176]
[229, 147]
