SimulationV04.py[0, 250]
[1, 120]
[2, 120]
[3, 228]
[4, 120]
[5, 120]
[6, 228]
[7, 120]
[8, 120]
[9, 228]
[10, 120]
[11, 120]
[12, 228]
[13, 120]
[14, 120]
[15, 228]
[16, 120]
[17, 120]
[18, 228]
[19, 120]
[20, 141]
[21, 228]
[22, 120]
[23, 120]
[24, 228]
[25, 120]
[26, 120]
[27, 228]
[28, 120]
[29, 120]
[30, 229]
[31, 120]
[32, 120]
[33, 228]
[34, 120]
[35, 120]
[36, 228]
[37, 120]
[38, 120]
[39, 228]
[40, 140]
[41, 120]
[42, 228]
[43, 120]
[44, 120]
[45, 229]
[46, 120]
[47, 120]
[48, 228]
[49, 120]
[50, 121]
[51, 228]
[52, 120]
[53, 120]
[54, 228]
[55, 120]
[56, 120]
[57, 228]
[58, 120]
[59, 120]
[60, 248]
[61, 120]
[62, 120]
[63, 228]
[64, 120]
[65, 120]
[66, 228]
[67, 120]
[68, 121]
[69, 228]
[70, 121]
[71, 120]
[72, 228]
[73, 120]
[74, 120]
[75, 228]
[76, 120]
[77, 120]
[78, 228]
[79, 120]
[80, 140]
[81, 228]
[82, 120]
[83, 120]
[84, 228]
[85, 120]
[86, 120]
[87, 228]
[88, 121]
[89, 120]
[90, 229]
[91, 120]
[92, 120]
[93, 228]
[94, 120]
[95, 120]
[96, 228]
[97, 120]
[98, 120]
[99, 228]
[100, 140]
[101, 120]
[102, 228]
[103, 120]
[104, 120]
[105, 228]
[106, 120]
[107, 120]
[108, 229]
[109, 120]
[110, 121]
[111, 228]
[112, 120]
[113, 120]
[114, 228]
[115, 120]
[116, 120]
[117, 228]
[118, 120]
[119, 120]
[120, 248]
[121, 120]
[122, 120]
[123, 228]
[124, 120]
[125, 120]
[126, 228]
[127, 120]
[128, 121]
[129, 228]
[130, 121]
[131, 120]
[132, 228]
[133, 120]
[134, 120]
[135, 228]
[136, 120]
[137, 120]
[138, 228]
[139, 120]
[140, 139]
[141, 228]
[142, 120]
[143, 120]
[144, 228]
[145, 120]
[146, 120]
[147, 228]
[148, 121]
[149, 120]
[150, 229]
[151, 120]
[152, 120]
[153, 228]
[154, 120]
[155, 120]
[156, 228]
[157, 121]
[158, 120]
[159, 228]
[160, 137]
[161, 120]
[162, 228]
[163, 120]
[164, 120]
[165, 228]
[166, 121]
[167, 120]
[168, 229]
[169, 120]
[170, 121]
[171, 228]
[172, 120]
[173, 120]
[174, 229]
[175, 120]
[176, 120]
[177, 229]
[178, 120]
[179, 120]
[180, 243]
[181, 120]
[182, 121]
[183, 228]
[184, 120]
[185, 121]
[186, 229]
[187, 120]
[188, 121]
[189, 228]
[190, 121]
[191, 120]
[192, 228]
[193, 120]
[194, 121]
[195, 228]
[196, 120]
[197, 121]
[198, 228]
[199, 120]
[200, 135]
[201, 228]
[202, 121]
[203, 120]
[204, 228]
[205, 121]
[206, 120]
[207, 228]
[208, 121]
[209, 120]
[210, 230]
[211, 120]
[212, 120]
[213, 228]
[214, 121]
[215, 120]
[216, 228]
[217, 121]
[218, 120]
[219, 228]
[220, 134]
[221, 120]
[222, 229]
[223, 120]
