SimulationV06.py[0, 250]
[1, 120]
[2, 120]
[3, 228]
[4, 120]
[5, 120]
[6, 228]
[7, 120]
[8, 120]
[9, 228]
[10, 120]
[11, 120]
[12, 228]
[13, 120]
[14, 120]
[15, 228]
[16, 120]
[17, 120]
[18, 228]
[19, 120]
[20, 141]
[21, 228]
[22, 120]
[23, 120]
[24, 228]
[25, 121]
[26, 120]
[27, 228]
[28, 120]
[29, 120]
[30, 228]
[31, 120]
[32, 120]
[33, 228]
[34, 120]
[35, 120]
[36, 228]
[37, 120]
[38, 120]
[39, 228]
[40, 139]
[41, 120]
[42, 228]
[43, 120]
[44, 120]
[45, 229]
[46, 120]
[47, 120]
[48, 228]
[49, 120]
[50, 120]
[51, 228]
[52, 120]
[53, 120]
[54, 228]
[55, 120]
[56, 120]
[57, 228]
[58, 120]
[59, 120]
[60, 245]
[61, 120]
[62, 120]
[63, 228]
[64, 120]
[65, 121]
[66, 228]
[67, 121]
[68, 120]
[69, 228]
[70, 121]
[71, 120]
[72, 229]
[73, 121]
[74, 120]
[75, 228]
[76, 120]
[77, 120]
[78, 228]
[79, 120]
[80, 136]
[81, 228]
[82, 120]
[83, 120]
[84, 228]
[85, 121]
[86, 121]
[87, 229]
[88, 120]
[89, 120]
[90, 229]
[91, 120]
[92, 120]
[93, 229]
[94, 120]
[95, 120]
[96, 228]
[97, 120]
[98, 121]
[99, 228]
[100, 136]
[101, 120]
[102, 228]
[103, 120]
[104, 120]
[105, 229]
[106, 121]
[107, 121]
[108, 228]
[109, 120]
[110, 121]
[111, 228]
[112, 120]
[113, 121]
[114, 228]
[115, 120]
[116, 120]
[117, 228]
[118, 121]
[119, 120]
[120, 244]
[121, 120]
[122, 120]
[123, 228]
[124, 120]
[125, 121]
[126, 229]
[127, 121]
[128, 120]
[129, 228]
[130, 121]
[131, 120]
[132, 228]
[133, 121]
[134, 120]
[135, 228]
[136, 120]
[137, 120]
[138, 228]
[139, 120]
[140, 136]
[141, 228]
[142, 120]
[143, 120]
[144, 228]
[145, 121]
[146, 121]
[147, 229]
[148, 120]
[149, 121]
[150, 229]
[151, 120]
[152, 120]
[153, 229]
[154, 120]
[155, 120]
[156, 228]
[157, 120]
[158, 120]
[159, 228]
[160, 136]
[161, 120]
[162, 228]
[163, 120]
[164, 120]
[165, 229]
[166, 121]
[167, 121]
[168, 228]
[169, 121]
[170, 121]
[171, 228]
[172, 120]
[173, 121]
[174, 228]
[175, 120]
[176, 120]
[177, 228]
[178, 120]
[179, 120]
[180, 242]
[181, 120]
[182, 120]
[183, 229]
[184, 120]
[185, 122]
[186, 229]
[187, 121]
[188, 120]
[189, 229]
[190, 121]
[191, 120]
[192, 228]
[193, 121]
[194, 120]
[195, 228]
[196, 120]
[197, 120]
[198, 228]
[199, 120]
[200, 133]
[201, 228]
[202, 120]
[203, 122]
[204, 228]
[205, 122]
[206, 121]
[207, 229]
[208, 120]
[209, 121]
[210, 229]
[211, 120]
[212, 120]
[213, 229]
[214, 120]
[215, 120]
[216, 228]
[217, 120]
[218, 120]
[219, 228]
[220, 133]
[221, 120]
[222, 228]
[223, 121]
