SimulationV01.py[0, 277]
[1, 135]
[2, 135]
[3, 252]
[4, 135]
[5, 135]
[6, 252]
[7, 135]
[8, 135]
[9, 252]
[10, 135]
[11, 135]
[12, 252]
[13, 135]
[14, 135]
[15, 252]
[16, 135]
[17, 135]
[18, 252]
[19, 135]
[20, 159]
[21, 252]
[22, 135]
[23, 135]
[24, 252]
[25, 135]
[26, 135]
[27, 252]
[28, 135]
[29, 136]
[30, 252]
[31, 135]
[32, 135]
[33, 252]
[34, 135]
[35, 135]
[36, 252]
[37, 135]
[38, 135]
[39, 252]
[40, 159]
[41, 135]
[42, 252]
[43, 135]
[44, 135]
[45, 252]
[46, 135]
[47, 135]
[48, 252]
[49, 136]
[50, 135]
[51, 252]
[52, 135]
[53, 135]
[54, 252]
[55, 135]
[56, 135]
[57, 252]
[58, 135]
[59, 135]
[60, 276]
[61, 135]
[62, 135]
[63, 252]
[64, 135]
[65, 135]
[66, 252]
[67, 135]
[68, 135]
[69, 253]
[70, 135]
[71, 135]
[72, 252]
[73, 135]
[74, 135]
[75, 252]
[76, 135]
[77, 135]
[78, 252]
[79, 135]
[80, 157]
[81, 253]
[82, 135]
[83, 136]
[84, 252]
[85, 135]
[86, 135]
[87, 252]
[88, 135]
[89, 136]
[90, 252]
[91, 135]
[92, 135]
[93, 252]
[94, 135]
[95, 135]
[96, 252]
[97, 135]
[98, 135]
[99, 252]
[100, 157]
[101, 136]
[102, 252]
[103, 136]
[104, 135]
[105, 252]
[106, 135]
[107, 135]
[108, 252]
[109, 136]
[110, 135]
[111, 252]
[112, 135]
[113, 135]
[114, 252]
[115, 135]
[116, 135]
[117, 252]
[118, 135]
[119, 135]
[120, 273]
[121, 137]
[122, 135]
[123, 253]
[124, 135]
[125, 135]
[126, 252]
[127, 135]
[128, 135]
[129, 252]
[130, 135]
[131, 135]
[132, 253]
[133, 135]
[134, 135]
[135, 252]
[136, 135]
[137, 135]
[138, 252]
[139, 135]
[140, 156]
[141, 254]
[142, 135]
[143, 136]
[144, 252]
[145, 135]
[146, 135]
[147, 252]
[148, 135]
[149, 135]
[150, 252]
[151, 135]
[152, 136]
[153, 252]
[154, 135]
[155, 135]
[156, 252]
[157, 135]
[158, 135]
[159, 252]
[160, 156]
[161, 137]
[162, 252]
[163, 136]
[164, 135]
[165, 252]
[166, 135]
[167, 135]
[168, 252]
[169, 135]
[170, 135]
[171, 252]
[172, 136]
[173, 135]
[174, 252]
[175, 135]
[176, 135]
[177, 252]
[178, 135]
[179, 135]
[180, 272]
[181, 137]
[182, 135]
[183, 254]
[184, 135]
[185, 135]
[186, 252]
[187, 135]
[188, 135]
[189, 252]
[190, 135]
[191, 135]
[192, 253]
[193, 135]
[194, 135]
[195, 252]
[196, 135]
[197, 135]
[198, 252]
[199, 135]
[200, 155]
[201, 254]
[202, 135]
[203, 137]
[204, 252]
[205, 135]
[206, 135]
[207, 252]
[208, 135]
[209, 135]
[210, 252]
[211, 135]
[212, 136]
[213, 252]
[214, 135]
[215, 135]
[216, 252]
[217, 135]
[218, 135]
[219, 252]
[220, 154]
[221, 137]
[222, 253]
[223, 137]
[224, 135]
[225, 252]
[226, 135]
[227, 135]
[228, 252]
[229, 135]
[230, 135]
[231, 252]
[232, 136]
[233, 135]
[234, 252]
