SimulationV011.py[94172601.86, [11268, 11277, 11289, 11292, 11294, 11294, 11294, 11296, 11297, 11300, 11300, 11302, 11304, 11306, 11306, 11306, 11308, 11312, 11318], [12, 8, 8, 22, 1, 10, 141, 200, 200, 200, 200, 200, 200], [11201251.5, 2391600.0, 694263.81, 9087507.89, 70797978.67]]
[94284166.99, [11285, 11287, 11291, 11294, 11298, 11300, 11300, 11300, 11301, 11302, 11302, 11302, 11306, 11306, 11307, 11308, 11308, 11310, 11312], [12, 8, 8, 22, 1, 10, 138, 200, 200, 200, 200, 200, 200], [10962927.0, 2391600.0, 694340.66, 9089838.07, 71145461.26]]
[94676833.21, [11266, 11270, 11276, 11284, 11290, 11292, 11294, 11296, 11298, 11298, 11300, 11302, 11302, 11312, 11312, 11314, 11316, 11322, 11322], [12, 8, 8, 22, 1, 10, 136, 200, 200, 200, 200, 200, 200], [10804044.0, 2391600.0, 694295.18, 9087644.27, 71699249.76]]
[94733110.02, [11282, 11284, 11284, 11290, 11292, 11295, 11296, 11302, 11304, 11304, 11304, 11304, 11305, 11306, 11314, 11314, 11316, 11316, 11316], [12, 8, 8, 22, 1, 10, 141, 200, 200, 200, 200, 200, 200], [11201251.5, 2391600.0, 694458.9, 9090249.2, 71355550.41]]
[94829778.24, [11288, 11292, 11294, 11297, 11298, 11302, 11302, 11306, 11306, 11308, 11309, 11310, 11312, 11312, 11313, 11315, 11316, 11318, 11318], [12, 8, 8, 22, 1, 10, 148, 200, 200, 200, 200, 200, 200], [11757342.0, 2391600.0, 694712.71, 9093980.09, 70892143.43]]
[94870071.85, [11278, 11290, 11291, 11292, 11292, 11292, 11294, 11296, 11298, 11300, 11300, 11302, 11303, 11306, 11308, 11308, 11312, 11312, 11316], [12, 8, 8, 22, 1, 10, 137, 200, 200, 200, 200, 200, 200], [10883485.5, 2391600.0, 694301.09, 9088639.57, 71812045.69]]
[94904165.55, [11278, 11282, 11285, 11288, 11290, 11292, 11298, 11299, 11300, 11302, 11304, 11304, 11306, 11308, 11309, 11310, 11312, 11314, 11314], [12, 8, 8, 22, 1, 10, 137, 200, 200, 200, 200, 200, 200], [10883485.5, 2391600.0, 694390.77, 9088867.54, 71845821.74]]
[95047109.49, [11272, 11279, 11280, 11284, 11292, 11294, 11294, 11296, 11297, 11298, 11298, 11298, 11302, 11304, 11308, 11310, 11310, 11312, 11312], [12, 8, 8, 22, 1, 10, 138, 200, 200, 200, 200, 200, 200], [10962927.0, 2391600.0, 694227.35, 9086573.4, 71911781.74]]
[95330958.94, [11244, 11262, 11274, 11274, 11284, 11286, 11286, 11286, 11296, 11298, 11300, 11300, 11302, 11304, 11304, 11306, 11306, 11314, 11314], [12, 8, 8, 22, 1, 10, 138, 200, 200, 200, 200, 200, 200], [10962927.0, 2391600.0, 693989.45, 9082328.36, 72200114.14]]
[95395319.72, [11269, 11280, 11283, 11284, 11284, 11288, 11292, 11294, 11294, 11294, 11294, 11303, 11304, 11306, 11308, 11310, 11310, 11310, 11312], [12, 8, 8, 22, 1, 10, 138, 200, 200, 200, 200, 200, 200], [10962927.0, 2391600.0, 694147.51, 9085647.16, 72260998.05]]
[95449677.92, [11249, 11256, 11294, 11295, 11300, 11300, 11302, 11302, 11304, 11304, 11304, 11306, 11306, 11308, 11308, 11309, 11312, 11313, 11314], [12, 8, 8, 22, 1, 10, 141, 200, 200, 200, 200, 200, 200], [11201251.5, 2391600.0, 694380.17, 9088481.53, 72073964.72]]
[95503552.0, [11263, 11265, 11268, 11280, 11283, 11284, 11286, 11290, 11290, 11290, 11294, 11296, 11296, 11302, 11304, 11304, 11305, 11306, 11308], [12, 8, 8, 22, 1, 10, 132, 200, 200, 200, 200, 200, 200], [10486278.0, 2391600.0, 693819.14, 9081195.66, 72850659.19]]
[95508605.98, [11273, 11274, 11288, 11290, 11292, 11292, 11294, 11294, 11298, 11300, 11300, 11302, 11302, 11307, 11310, 11310, 11310, 11310, 11310], [12, 8, 8, 22, 1, 10, 137, 200, 200, 200, 200, 200, 200], [10883485.5, 2391600.0, 694183.74, 9087200.34, 72452136.4]]
[95600444.85, [11268, 11278, 11281, 11288, 11289, 11293, 11294, 11296, 11296, 11298, 11298, 11299, 11300, 11302, 11306, 11308, 11310, 11312, 11314], [12, 8, 8, 22, 1, 10, 138, 200, 200, 200, 200, 200, 200], [10962927.0, 2391600.0, 694170.96, 9086109.89, 72465637.0]]
